"LDOutputID","LocationDataTypeID","LDOutputDataSetID","LDOutputDate","LDPeriodStart","LDPeriodEnd","LDOutputPath","LDOutputChartPath","LDOutputFileNamePrefix","LDOutputTitle","LDOutputDisplayUnit","LDOutputLegendTitleX","LDOutPutLegendTitleY","LDOutputLegendScale","IsLDOutputInteractive","LDOutputNumber","LDOutPutPeriods","LDOutputMaxScale","LDOutPutMinScale","LDOutputSource","LDOutPutCopyright","ChartStyleName","ChartStyleType","ChartStyleColorScheme","ChartStyleMapScope","ChartStyleProjection","ReverseColorScheme","AutoScale","TextColor","OceanColor","BackgroundColor","LineColor","TitleSize","LegendSize","DimensionX","DimensionY","TitleLocXY","SourceLocXY","CopyrightLocXY","DateLocXY","LegendLocation","MarginTop","MarginBottom","MarginLeft","MarginRight"
100008,10001,2,"7/31/2018","2017","2017","C:\KROData\Export\","C:\KROData\Charts\","LD10001_100008_","GDP Current USD","Currency","GDP (USD)",,1.00,1,192,1,0.00,0.00,"International Monetary Fund (IMF)","Copyright 2018 Kaiser Research Online","(Main - Auto) Map - World - Greens","Map","Greens","World","Mercator",0,1,"#FFFFFF","LightBlue","White","Black",40,20,960.00,540.00,".5,1.04","0,0",".8,0","0,1.02","1.02,.5",30,0,5,10
